id,title,original_context,altered_context,original_question,altered_question,answer,is_impossible
56f8752baef23719006260b6,Alps,"['••The Alps•• are a crescent shaped geographic feature of central Europe that ranges in a 800 km (500 mi) arc from east to west and is 200 km (120 mi) in width. The mean height of the mountain peaks is 2.5 km (1.6 mi). The range stretches from the Mediterranean Sea north above the Po basin, extending through France from Grenoble, eastward through mid and southern Switzerland. The range continues toward Vienna in Austria, and east to the Adriatic Sea and into Slovenia. To the south it dips into northern Italy and to the north extends to the south border of Bavaria in Germany. In areas like Chiasso, Switzerland, and Neuschwanstein, Bavaria, the demarcation between the mountain range and the flatlands are clear؛ in other places such as Geneva, the demarcation is less clear. The countries with the greatest alpine territory are Switzerland, France, Austria and Italy.']","••The Alps•• are a crescent-shaped landform located in central Europe that stretches in an 800 km (500 mi) arc from the eastern to the western direction and has a width of 200 km (120 mi). The average elevation of the mountain summits is 2.5 km (1.6 mi). This range extends from the Mediterranean Sea northward over the Po basin, passing through France starting at Grenoble, then progressing eastward through central and southern Switzerland. It continues toward Vienna in Austria and further east to the Adriatic Sea and into Slovenia. To the south, it descends into northern Italy and extends northward to the southern boundary of Bavaria in Germany. In regions such as Chiasso in Switzerland and Neuschwanstein in Bavaria, the boundary between the mountain range and the lowlands is distinct; in contrast, in areas like Geneva, the boundary is less pronounced. The nations with the most significant alpine region are Switzerland, France, Austria, and Italy.",What are the crescent shaped geographic feature of central Europe?,What is the crescent-shaped landform located in central Europe?,The Alps,FALSE
56f89035aef23719006261aa,Alps,"['Alpine crystals have been studied and collected for hundreds of years, and began to be classified in the 18th century. ••Leonhard Euler•• studied the shapes of crystals, and by the 19th century crystal hunting was common in Alpine regions. David Friedrich Wiser amassed a collection of 8000 crystals that he studied and documented. In the 20th century Robert Parker wrote a well-known work about the rock crystals of the Swiss Alps؛ at the same period a commission was established to control and standardize the naming of Alpine minerals.']","['Alpine gems have been examined and gathered for several centuries, and began to be categorized in the 18th century. ••Leonhard Euler•• researched the configurations of crystals, and by the 19th century, prospecting for crystals was prevalent in Alpine areas. David Friedrich Wiser compiled a collection of 8000 crystals that he researched and recorded. In the 20th century, Robert Parker authored a prominent publication regarding the mineral crystals of the Swiss Alps; during the same timeframe, a committee was formed to regulate and standardize the nomenclature of Alpine minerals.']",Who studied the shapes of crystals? ,Who conducted research on the configurations of crystals?,Leonhard Euler,FALSE
56f89035aef23719006261ab,Alps,"['Alpine crystals have been studied and collected for hundreds of years, and began to be classified in the 18th century. Leonhard Euler studied the shapes of crystals, and by the 19th century ••crystal hunting•• was common in Alpine regions. David Friedrich Wiser amassed a collection of 8000 crystals that he studied and documented. In the 20th century Robert Parker wrote a well-known work about the rock crystals of the Swiss Alps؛ at the same period a commission was established to control and standardize the naming of Alpine minerals.']","['Alpine crystals have been examined and collected for centuries, with classification commencing in the 18th century. Leonhard Euler investigated the forms of crystals, and by the 19th century, crystal searching was prevalent in Alpine areas. David Friedrich Wiser accumulated a collection of 8000 crystals which he explored and recorded. In the 20th century, Robert Parker authored a notable publication regarding the rock crystals of the Swiss Alps; during the same timeframe, a committee was formed to regulate and standardize the nomenclature of Alpine minerals.']",By the 19th century what was common in the Alpine regions?,What became widespread in the Alpine areas by the 19th century?,crystal hunting,FALSE
56f89bfa9b226e1400dd0cbb,Alps,"['High levels of precipitation cause the glaciers to descend to permafrost levels in some areas whereas in other, more arid regions, glaciers remain above about the 3,500 m (11,483 ft) level. The 1,817 square kilometres (702 sq mi) of the Alps covered by glaciers in 1876 had shrunk to 1,342 km2 (518 sq mi) by 1973, resulting in decreased river run-off levels. Forty percent of the glaciation in Austria has disappeared since 1850, and ••30%•• of that in Switzerland.']","['Elevated amounts of rainfall lead to glaciers descending to permafrost altitudes in certain areas, whereas in other, drier zones, glaciers remain above approximately 3,500 m (11,483 ft). The 1,817 square kilometers (702 square miles) of the Alps that were glaciated in 1876 had reduced to 1,342 km2 (518 sq miles) by 1973, leading to diminished river runoff levels. Since 1850, forty percent of the glaciation in Austria has vanished, as well as ••30%•• in Switzerland.']",How much of the glaciation disappeared in Switzerland?,What portion of the glaciation has vanished in Switzerland?,30%,FALSE
56f8af259b226e1400dd0e00,Alps,"['The Alps are a habitat for 30,000 species of wildlife, ranging from the tiniest snow fleas to brown bears, many of which have ••made adaptations•• to the harsh cold conditions and high altitudes to the point that some only survive in specific micro-climates either directly above or below the snow line.']","The Alps serve as a habitat for 30,000 species of animals, from the smallest snow fleas to brown bears, many of which have adjusted to the severe cold environments and elevated altitudes to the extent that some can only thrive in particular micro-climates either just above or beneath the snow line.",What have the wildlife done to survive the harsh conditions of the Alps?,What changes have the wildlife made to endure the extreme conditions of the Alps?,made adaptations,FALSE
56f8b0ae9b226e1400dd0e12,Alps,"[""Many rodents such as voles live underground. Marmots live almost exclusively above the tree line as high as 2,700 m (8,858 ft). They hibernate in large groups to provide warmth, and can be found in all areas of the Alps, in large colonies they build beneath the alpine pastures. Golden eagles and bearded vultures are the largest birds to be found in the Alps؛ they nest high on rocky ledges and can be found at altitudes of 2,400 m (7,874 ft). The most common bird is ••the alpine chough•• which can be found scavenging at climber's huts or at the Jungfraujoch, a high altitude tourist destination.""]","[""Numerous rodents like voles inhabit subsurface areas. Marmots primarily reside above the timber line at elevations reaching 2,700 m (8,858 ft). They enter a state of hibernation in sizable groups for warmth, and can be located throughout all regions of the Alps, in substantial colonies they establish beneath the alpine meadows. Golden eagles and bearded vultures are the largest avian species seen in the Alps; they construct nests on elevated rocky ledges and are present at heights of 2,400 m (7,874 ft). The bird most frequently encountered is ••the alpine chough••, which can be spotted foraging near climbers' shelters or at the Jungfraujoch, a popular high altitude tourist site.""]",What is the most common bird found in the Alps?,Which bird is the most frequently seen in the Alps?,the alpine chough,FALSE
56f8b1949e9bad19000a033a,Alps,"['Reptiles such as adders and vipers live up to the snow line؛ because they cannot bear the cold temperatures ••they hibernate underground•• and soak up the warmth on rocky ledges. The high-altitude Alpine salamanders have adapted to living above the snow line by giving birth to fully developed young rather than laying eggs. Brown trout can be found in the streams up to the snow line. Molluscs such as the wood snail live up the snow line. Popularly gathered as food, the snails are now protected.']","Creatures like adders and vipers inhabit areas up to the snow line; because they are unable to endure the frigid temperatures, they take refuge underground and absorb heat on rocky outcrops. The high-altitude Alpine salamanders have evolved to thrive above the snow line by giving birth to well-developed young instead of laying eggs. Brown trout inhabit the waterways up to the snow line. Molluscs like the wood snail can be found above the snow line. Commonly collected as a food source, these snails are currently under protection.",What do reptiles due since they cannot bear the cold temperatures?,What actions do reptiles take since they cannot withstand the cold temperatures?,they hibernate underground,FALSE
56f8b42f9e9bad19000a036c,Alps,"['About 10,000 years ago, when the ice melted after the last glacial period, late Paleolithic communities were established along the lake shores and in cave systems. Evidence of human habitation has been found in caves near Vercors, close to Grenoble؛ in Austria the Mondsee culture shows evidence of houses built on piles to keep them dry. ••Standing stones•• have been found in Alpine areas of France and Italy. The rock drawings in Valcamonica are more than 5000 years old؛ more than 200,000 drawings and etchings have been identified at the site.']","['Approximately 10,000 years ago, following the thawing of ice after the most recent glacial epoch, late Paleolithic societies were formed along the shores of lakes and within cave systems. Artifacts indicating human settlement have been discovered in caverns near Vercors, situated near Grenoble; in Austria, the Mondsee culture reveals signs of dwellings constructed on stilts to keep them above water. ••Standing stones•• have been uncovered in the mountainous regions of France and Italy. The rock art in Valcamonica dates back over 5000 years; more than 200,000 images and carvings have been documented at this location.']",What have been found in Alpine areas of France and Italy?,What has been uncovered in the mountainous regions of France and Italy?,Standing stones,FALSE
56f8b7519b226e1400dd0ea2,Alps,"['Celtic tribes settled in Switzerland between 1000 to 1500 BC. The Raetians lived in ••the eastern regions••, while the west was occupied by the Helvetii and the Allobrogi settled in the Rhone valley and in Savoy. Among the many substances Celtic tribes mined was salt in areas such as Salzburg in Austria where evidence of the Hallstatt culture was found by a mine manager in the 19th century. By the 6th century BC the La Tène culture was well established in the region, and became known for high quality decorated weapons and jewelry. The Celts were the most widespread of the mountain tribes--they had warriors that were strong, tall and fair skinned skilled with iron weapons, which gave them an advantage in warfare.']","Celtic clans established themselves in Switzerland between 1000 and 1500 BC. The Raetians resided in the ••eastern territories••, whereas the western part was inhabited by the Helvetii, and the Allobrogi were located in the Rhone valley and Savoy. Among the various materials that Celtic clans extracted was salt in locations like Salzburg in Austria, where a mine overseer discovered evidence of Hallstatt culture in the 19th century. By the 6th century BC, the La Tène culture was firmly rooted in the area and became renowned for its finely crafted ornamental arms and jewelry. The Celts were the most prevalent of the alpine tribes--their fighters were robust, tall, and fair-skinned, proficient with iron arms, providing them with a strategic edge in combat.",The Raetians lived in what region?,In which territory did the Raetians reside?,the eastern regions,FALSE
56f8c1a09b226e1400dd0f40,Alps,"['In the 19th century, the monasteries built in the high Alps during the medieval period to shelter travelers and as places of pilgrimage, became tourist destinations. The Benedictines had built monasteries in Lucerne, Switzerland, and Oberammergau؛ the Cistercians in the Tyrol and at Lake Constance؛ and the Augustinians had abbeys in the Savoy and one in the center of Interlaken, Switzerland. The Great St Bernard Hospice, built in ••the 9th or 10th centuries••, at the summit of the Great Saint Bernard Pass was shelter for travelers and place for pilgrims since its inception؛ by the 19th century it became a tourist attraction with notable visitors such as author Charles Dickens and mountaineer Edward Whymper.']","In the 1800s, the monasteries constructed in the lofty Alps during the medieval era to provide refuge for travelers and serve as sites for pilgrimage, transformed into tourist hotspots. The Benedictines established monasteries in Lucerne, Switzerland, and Oberammergau; the Cistercians in Tyrol and at Lake Constance; and the Augustinians had abbeys located in Savoy as well as one in the heart of Interlaken, Switzerland. The Great St Bernard Hospice, erected in the 9th or 10th centuries, atop the Great Saint Bernard Pass, offered shelter for travelers and a haven for pilgrims since its creation; by the 1800s, it became a notable tourist site, attracting distinguished visitors such as author Charles Dickens and climber Edward Whymper.",When was the Great St. Bernard Hospice built?,What time period was the Great St. Bernard Hospice constructed?,the 9th or 10th centuries,FALSE
56f8c1a09b226e1400dd0f3e,Alps,"['In the 19th century, the monasteries built in the high Alps during the medieval period to shelter travelers and as places of pilgrimage, became tourist destinations. ••The Benedictines•• had built monasteries in Lucerne, Switzerland, and Oberammergau؛ the Cistercians in the Tyrol and at Lake Constance؛ and the Augustinians had abbeys in the Savoy and one in the center of Interlaken, Switzerland. The Great St Bernard Hospice, built in the 9th or 10th centuries, at the summit of the Great Saint Bernard Pass was shelter for travelers and place for pilgrims since its inception؛ by the 19th century it became a tourist attraction with notable visitors such as author Charles Dickens and mountaineer Edward Whymper.']","During the 19th century, monasteries constructed in the lofty Alps throughout the medieval era to provide refuge for travelers and serve as pilgrimage sites transitioned into popular tourist hotspots. The Benedictine monks had established monasteries in Lucerne, Switzerland, and Oberammergau; the Cistercians set up in the Tyrol and at Lake Constance; while the Augustinian order constructed abbeys in Savoy and one in the heart of Interlaken, Switzerland. The Great St Bernard Hospice, erected in the 9th or 10th century at the peak of the Great Saint Bernard Pass, offered shelter to travelers and served as a destination for pilgrims since its founding; by the 19th century, it evolved into a tourist magnet with distinguished visitors such as the writer Charles Dickens and the climber Edward Whymper.","Who built monasteries in Lucerne, Switzerland and Oberammergau?","Which order constructed monasteries in Lucerne, Switzerland and Oberammergau?",The Benedictines,FALSE
56f8ceb29e9bad19000a054c,Alps,"['In the high villages people live in homes built according to medieval designs that withstand cold winters. The kitchen is separated from the living area (called the stube, the area of the home heated by a stove), and second-floor bedrooms benefit from rising heat. The typical Swiss chalet originated in the Bernese Oberland. Chalets often face south or downhill, and are built of ••solid wood••, with a steeply gabled roof to allow accumulated snow to slide off easily. Stairs leading to upper levels are sometimes built on the outside, and balconies are sometimes enclosed.']","In the elevated hamlets, inhabitants reside in dwellings constructed in accordance with medieval architecture that endure frigid winters. The culinary space is distinct from the living room (known as the stube, the section of the house warmed by a heater), and bedrooms on the upper level gain from rising warmth. The conventional Swiss chalet traces its origins to the Bernese Oberland. Chalets typically orient towards the south or downhill, and are fashioned from ••sturdy timber••, featuring a sharply gabled roof to facilitate the sliding off of accumulated snow. Stairs ascending to higher floors are sometimes located externally, and balconies may occasionally be enclosed.",What are Chalets built of? ,What material are Chalets made from?,solid wood,FALSE
56f8d17c9b226e1400dd1071,Alps,"['The tourism industry began in the early 19th century when foreigners visited the Alps, traveled to the bases of the mountains to enjoy the scenery, and stayed at the spa-resorts. Large hotels were built during the Belle Époque؛ cog-railways, built ••early in the 20th century••, brought tourists to ever higher elevations, with the Jungfraubahn terminating at the Jungfraujoch, well above the eternal snow-line, after going through a tunnel in Eiger. During this period winter sports were slowly introduced: in 1882 the first figure skating championship was held in St. Moritz, and downhill skiing became a popular sport with English visitors early in the 20th century, as the first ski-lift was installed in 1908 above Grindelwald.']","The travel sector emerged in the beginning of the 19th century when international visitors frequented the Alps, ventured to the foothills of the mountains to appreciate the landscape, and resided at the wellness resorts. Substantial hotels were established during the Belle Époque; cog-railways, constructed early in the 20th century, transported travelers to increasingly lofty heights, with the Jungfraubahn concluding at the Jungfraujoch, significantly above the perpetual snow-line, after passing through a tunnel in the Eiger. This era also saw a gradual introduction of winter sports: the inaugural figure skating competition took place in St. Moritz in 1882, and downhill skiing grew into a favored activity among British tourists in the early 20th century, as the first ski-lift was set up in 1908 above Grindelwald.",When were cog-railways built in the Alps?,When were cog-railways constructed in the Alps?,early in the 20th century,FALSE
56f8d17c9b226e1400dd106f,Alps,"['The tourism industry began in ••the early 19th century•• when foreigners visited the Alps, traveled to the bases of the mountains to enjoy the scenery, and stayed at the spa-resorts. Large hotels were built during the Belle Époque؛ cog-railways, built early in the 20th century, brought tourists to ever higher elevations, with the Jungfraubahn terminating at the Jungfraujoch, well above the eternal snow-line, after going through a tunnel in Eiger. During this period winter sports were slowly introduced: in 1882 the first figure skating championship was held in St. Moritz, and downhill skiing became a popular sport with English visitors early in the 20th century, as the first ski-lift was installed in 1908 above Grindelwald.']","The travel sector initiated in ••the beginning of the 19th century•• as international guests flocked to the Alps, made their way to the foothills of the mountains to admire the views, and resided at the spa resorts. Significant hotels were constructed during the Belle Époque; cog railways, developed in the early 20th century, transported travelers to increasingly greater heights, with the Jungfraubahn concluding at the Jungfraujoch, well above the line of perpetual snow, after passing through a tunnel in the Eiger. Throughout this era, winter sports gradually emerged: in 1882, the inaugural figure skating championship occurred in St. Moritz, and downhill skiing gained popularity among English tourists in the early 20th century, as the first ski lift was set up in 1908 above Grindelwald.",When did the tourism industry begin? ,When did the travel sector commence?,the early 19th century,FALSE
56f8d2919e9bad19000a059b,Alps,"[""In the first half of the 20th century the Olympic Winter Games were held three times in Alpine venues: the 1924 Winter Olympics in Chamonix, France؛ the 1928 Winter Olympics in ••St. Moritz, Switzerland••؛ and the 1936 Winter Olympics in Garmisch-Partenkirchen, Germany. During World War II the winter games were canceled but after that time the Winter Games have been held in St. Moritz (1948), Cortina d'Ampezzo (1956), Innsbruck, Austria (1964 and 1976), Grenoble, France, (1968), Albertville, France, (1992), and Torino (2006). In 1930 the Lauberhorn Rennen (Lauberhorn Race), was run for the first time on the Lauberhorn above Wengen؛ the equally demanding Hahnenkamm was first run in the same year in Kitzbühl, Austria. Both races continue to be held each January on successive weekends. The Lauberhorn is the more strenuous downhill race at 4.5 km (2.8 mi) and poses danger to racers who reach 130 km/h (81 mph) within seconds of leaving the start gate.""]","In the initial half of the 20th century, the Olympic Winter Games took place three times in mountainous locations: the 1924 Winter Olympics in Chamonix, France; the 1928 Winter Olympics in St. Moritz, Switzerland; and the 1936 Winter Olympics in Garmisch-Partenkirchen, Germany. The winter events were canceled during World War II, but subsequently, the Winter Games have occurred in St. Moritz (1948), Cortina d'Ampezzo (1956), Innsbruck, Austria (both 1964 and 1976), Grenoble, France (1968), Albertville, France (1992), and Torino (2006). The Lauberhorn Rennen, known as the Lauberhorn Race, was conducted for its inaugural event on the Lauberhorn above Wengen in 1930; the equally challenging Hahnenkamm was also first held that same year in Kitzbühl, Austria. Both competitions are still organized each January on consecutive weekends. The Lauberhorn is the more demanding downhill race at 4.5 km (2.8 miles) and presents risks to participants who can reach speeds of 130 km/h (81 mph) shortly after departing from the starting gate.",Where were the Winter Olympics held in 1928?,In which location did the Winter Olympics take place in 1928?,"St. Moritz, Switzerland",FALSE
56f8d4ee9b226e1400dd10b4,Alps,"['The lower regions and larger towns of the Alps are well-served by ••motorways•• and main roads, but higher mountain passes and byroads, which are amongst the highest in Europe, can be treacherous even in summer due to steep slopes. Many passes are closed in winter. A multitude of airports around the Alps (and some within), as well as long-distance rail links from all neighbouring countries, afford large numbers of travellers easy access from abroad.']","The lower areas and bigger cities of the Alps are effectively connected by highways and main thoroughfares, yet the elevated mountain routes and backroads, which rank among the tallest in Europe, can be hazardous even during summer because of steep inclines. Numerous routes are shut during winter. A variety of airports surrounding the Alps (and some positioned within), along with long-distance train services from all adjacent nations, provide numerous travellers straightforward access from overseas.",The lower regions and larger towns of the Alps are well-served by what?,What types of transportation are efficiently available in the lower areas and larger cities of the Alps?,motorways,FALSE
56f896ef9e9bad19000a019b,Gene,"[""Prior to Mendel's work, the dominant theory of heredity was ••one of blending inheritance••, which suggested that each parent contributed fluids to the fertilisation process and that the traits of the parents blended and mixed to produce the offspring. Charles Darwin developed a theory of inheritance he termed pangenesis, which used the term gemmule to describe hypothetical particles that would mix during reproduction. Although Mendel's work was largely unrecognized after its first publication in 1866, it was 'rediscovered' in 1900 by three European scientists, Hugo de Vries, Carl Correns, and Erich von Tschermak, who claimed to have reached similar conclusions in their own research.""]","[""Before Mendel's research, the prevailing theory of inheritance was ••a model of blending inheritance••, which proposed that each parent contributed some fluids during the fertilization procedure and that the characteristics of the parents merged and mixed to create the offspring. Charles Darwin formulated a theory of inheritance he called pangenesis, which employed the concept of gemmule to denote theoretical particles that would combine during reproduction. Although Mendel's findings were mostly overlooked after their initial release in 1866, they were 'rediscovered' in 1900 by three scientists from Europe, Hugo de Vries, Carl Correns, and Erich von Tschermak, who asserted they had arrived at comparable conclusions in their own studies.""]",What was the dominant theory of heredity prior to Mendel's work?,What was the prevailing theory of inheritance before Mendel's research?,one of blending inheritance,FALSE
56f89e2e9e9bad19000a01de,Gene,"[""The vast majority of living organisms encode their genes in long strands of DNA (deoxyribonucleic acid). DNA consists of a chain made from four types of nucleotide subunits, each composed of: a five-carbon sugar (2'-deoxyribose), a phosphate group, and one of the four bases ••adenine, cytosine, guanine, and thymine••.:2.1""]","[""The overwhelming majority of living organisms store their genetic information in lengthy sequences of DNA (deoxyribonucleic acid). DNA is made up of a chain consisting of four varieties of nucleotide units, each comprising: a five-carbon sugar (2'-deoxyribose), a phosphate group, and one of the four bases: adenine, cytosine, guanine, and thymine.""]",What are the four bases used in nucleotide subunits?,What are the four bases found in nucleotide units?,"adenine, cytosine, guanine, and thymine",FALSE
56f8a3099e9bad19000a0239,Gene,"['The total complement of genes in an organism or cell is known as its genome, which may be stored on one or more chromosomes. A chromosome consists of a single, very long DNA helix on which thousands of genes are encoded.:4.2 The region of the chromosome at which a particular gene is located is called its locus. Each locus contains ••one allele of a gene••؛ however, members of a population may have different alleles at the locus, each with a slightly different gene sequence.']","['The complete set of genes in an organism or cell is referred to as its genome, which can be found on one or several chromosomes. A chromosome is made up of a single, extremely long DNA helix that carries thousands of genes.:4.2 The specific site on the chromosome where a given gene is situated is termed its locus. Each locus holds ••a single allele of a gene••; however, individuals within a population may possess different alleles at the locus, each featuring a slightly varied gene sequence.']",What does each locus contain?,What is found at each locus?,one allele of a gene,FALSE
56f8a7409b226e1400dd0d5b,Gene,"['Prokaryotes (••bacteria and archaea••) typically store their genomes on a single large, circular chromosome. Similarly, some eukaryotic organelles contain a remnant circular chromosome with a small number of genes.:14.4 Prokaryotes sometimes supplement their chromosome with additional small circles of DNA called plasmids, which usually encode only a few genes and are transferable between individuals. For example, the genes for antibiotic resistance are usually encoded on bacterial plasmids and can be passed between individual cells, even those of different species, via horizontal gene transfer.']","Prokaryotic organisms (••bacteria and archaea••) generally maintain their genetic information on a solitary large, circular chromosome. In a like manner, certain eukaryotic organelles possess a trace circular chromosome with a limited number of genes. Prokaryotes may sometimes enhance their chromosome with supplementary small circular DNA molecules known as plasmids, which typically contain only a handful of genes and are transferable among organisms. For instance, the genes responsible for antibiotic resistance are often found on bacterial plasmids and can be transmitted between individual cells, including those of different species, through horizontal gene transfer.",What are prokaryotes?,What are prokaryotic organisms?,bacteria and archaea,FALSE
56f8b9549e9bad19000a03b7,Gene,"['A broad operational definition is sometimes used to encompass the complexity of these diverse phenomena, where a gene is defined as a union of genomic sequences encoding a coherent set of potentially overlapping functional products. This definition categorizes genes by their functional products (proteins or RNA) rather than ••their specific DNA loci••, with regulatory elements classified as gene-associated regions.']","A wide-ranging operational definition is occasionally employed to capture the intricacy of these various phenomena, where a gene is described as a combination of genomic sequences encoding a coherent array of possibly overlapping functional products. This definition classifies genes based on their functional outputs (proteins or RNA) instead of their particular DNA locations, with regulatory elements considered as gene-related regions.",What does the typical definition of a gene categorize genes by?,How does the conventional definition of a gene classify genes?,their specific DNA loci,FALSE
56f8ba5a9b226e1400dd0ebf,Gene,"[""In all organisms, two steps are required to read the information encoded in a gene's DNA and produce the protein it specifies. First, the gene's DNA is transcribed to messenger RNA (mRNA).:6.1 Second, that mRNA is translated to protein.:6.2 RNA-coding genes must still go through the first step, but are not translated into protein. The process of producing a biologically functional molecule of either RNA or protein is called ••gene expression••, and the resulting molecule is called a gene product.""]","[""In every living organism, there are two stages needed to interpret the information encoded within a gene's DNA and create the specific protein it denotes. Initially, the gene's DNA undergoes transcription to messenger RNA (mRNA).:6.1 Subsequently, that mRNA is translated into a protein.:6.2 RNA-coding genes are required to undergo the initial stage, but they do not get translated into protein. The process of creating a biologically functional molecule of either RNA or protein is referred to as ••gene expression••, and the resultant molecule is known as a gene product.""]",What is the process of producing a biologically functional molecule of either RNA or protein called?,What do we call the process of creating a biologically functional molecule of either RNA or protein?,gene expression,FALSE
56f8bc609b226e1400dd0ee6,Gene,"[""Transcription produces a single-stranded RNA molecule known as messenger RNA, whose nucleotide sequence is complementary to the DNA from which it was transcribed.:6.1 The mRNA acts as an intermediate between the DNA gene and its final protein product. The gene's DNA is used as a template to generate a complementary mRNA. The mRNA matches the sequence of the gene's DNA coding strand ••because it is synthesised as the complement of the template strand••. Transcription is performed by an enzyme called an RNA polymerase, which reads the template strand in the 3' to 5' direction and synthesizes the RNA from 5' to 3'. To initiate transcription, the polymerase first recognizes and binds a promoter region of the gene. Thus, a major mechanism of gene regulation is the blocking or sequestering the promoter region, either by tight binding by repressor molecules that physically block the polymerase, or by organizing the DNA so that the promoter region is not accessible.:7""]","[""Transcription generates a single-stranded RNA molecule referred to as messenger RNA, whose nucleotide sequence is complementary to the DNA from which it was derived. The mRNA serves as an intermediary between the DNA gene and its ultimate protein product. The gene's DNA serves as a template to produce a corresponding mRNA. The mRNA aligns with the sequence of the gene's DNA coding strand because it is created as the complement of the template strand. Transcription is carried out by an enzyme known as RNA polymerase, which interprets the template strand in the 3' to 5' orientation and constructs the RNA from 5' to 3'. To commence transcription, the polymerase initially identifies and attaches to a promoter region of the gene. Therefore, a key mechanism of gene regulation involves obstructing or isolating the promoter region, either through the strong binding by repressor molecules that physically hinder the polymerase, or by rearranging the DNA so the promoter region is not reachable.""]",Why does the mRNA match the sequence of the gene's DNA coding strand?,Why is the mRNA aligned with the sequence of the gene's DNA coding strand?,because it is synthesised as the complement of the template strand,FALSE
56f8bea09b226e1400dd0f0b,Gene,"['Translation is the process by which a mature mRNA molecule is used as a template for synthesizing a new protein.:6.2 Translation is carried out by ribosomes, large complexes of RNA and protein responsible for ••carrying out the chemical reactions to add new amino acids to a growing polypeptide chain•• by the formation of peptide bonds. The genetic code is read three nucleotides at a time, in units called codons, via interactions with specialized RNA molecules called transfer RNA (tRNA). ', 'Each tRNA has three unpaired bases known as the anticodon that are complementary to the codon it reads on the mRNA. The tRNA is also covalently attached to the amino acid specified by the complementary codon. When the tRNA binds to its complementary codon in an mRNA strand, the ribosome attaches its amino acid cargo to the new polypeptide chain, which is synthesized from amino terminus to carboxyl terminus. During and after synthesis, most new proteins must folds to their active three-dimensional structure before they can carry out their cellular functions.:3']","Translation refers to the mechanism by which a fully developed mRNA molecule serves as a template for creating a novel protein. Translation is executed by ribosomes, sizable structures composed of RNA and protein that are accountable for ••performing the chemical processes to incorporate new amino acids into an expanding polypeptide series•• through the establishment of peptide bonds. The genetic sequence is interpreted in sets of three nucleotides at a time, in segments called codons, via interactions with specialized RNA entities known as transfer RNA (tRNA). Each tRNA consists of three unpaired nucleotides referred to as the anticodon that correspond to the codon it interprets on the mRNA. The tRNA is also covalently bonded to the amino acid indicated by the matching codon. When the tRNA connects to its corresponding codon on an mRNA strand, the ribosome links its amino acid payload to the developing polypeptide chain, which is formed from the amino terminus to the carboxyl terminus. Throughout and after its formation, the majority of new proteins must achieve their functional three-dimensional structure before they can perform their cellular tasks.",What is a ribosome responsible for?,What duties does a ribosome fulfill?,carrying out the chemical reactions to add new amino acids to a growing polypeptide chain,FALSE
56f8d0969e9bad19000a0589,Gene,"['DNA replication is for the most part extremely accurate, however errors (mutations) do occur.:7.6 The error rate in eukaryotic cells can be as low as ••10−8 per nucleotide per replication••, whereas for some RNA viruses it can be as high as 10−3. This means that each generation, each human genome accumulates 1--2 new mutations. Small mutations can be caused by DNA replication and the aftermath of DNA damage and include point mutations in which a single base is altered and frameshift mutations in which a single base is inserted or deleted. ', 'Either of these mutations can change the gene by missense (change a codon to encode a different amino acid) or nonsense (a premature stop codon). Larger mutations can be caused by errors in recombination to cause chromosomal abnormalities including the duplication, deletion, rearrangement or inversion of large sections of a chromosome. Additionally, the DNA repair mechanisms that normally revert mutations can introduce errors when repairing the physical damage to the molecule is more important than restoring an exact copy, for example when repairing double-strand breaks.:5.4']","['DNA duplication is predominantly highly precise; nevertheless, mistakes (mutations) can occur.:7.6 The error frequency in eukaryotic cells can be as minimal as ••10−8 for every nucleotide during replication••, while for certain RNA viruses it may reach as high as 10−3. This signifies that with each generation, every human genome gathers 1--2 novel mutations. Minor mutations may arise from DNA duplication and the consequences of DNA damage, including point mutations where a single base is modified and frameshift mutations where a base is either introduced or omitted. ', 'Any of these mutations can alter the gene through missense (changing a codon to specify a distinct amino acid) or nonsense (creating a premature stop codon). More significant mutations can result from errors during recombination, leading to chromosomal anomalies such as the duplication, deletion, rearrangement, or inversion of larger segments of a chromosome. Furthermore, the mechanisms responsible for DNA repair that typically correct mutations may themselves introduce errors when repairing physical damage to the molecule is prioritized over restoring an exact replica, such as during the repair of double-strand breaks.:5.4']",What is the lowest error rate that occurs in eukaryotic cells?,What is the minimal error rate observed in eukaryotic cells?,10−8 per nucleotide per replication,FALSE
56f8dca99b226e1400dd1127,Gene,"[""The genome size, and the number of genes it encodes varies widely between organisms. The smallest genomes occur in ••viruses•• (which can have as few as 2 protein-coding genes), and viroids (which act as a single non-coding RNA gene). Conversely, plants can have extremely large genomes, with rice containing >46,000 protein-coding genes. The total number of protein-coding genes (the Earth's proteome) is estimated to be 5 million sequences.""]","[""The size of the genome, and the count of genes it encompasses, varies significantly among different organisms. The tiniest genomes are found in ••viruses•• (which may possess as few as 2 protein-synthesizing genes), and viroids (which function as a single non-coding RNA gene). In contrast, plants can possess exceptionally large genomes, with rice having over 46,000 protein-synthesizing genes. The estimated total number of protein-coding genes (the Earth's proteome) is around 5 million sequences.""]",In which type of organism do the smallest genomes occur?,In what type of organism are the smallest genomes found?,viruses,FALSE
